2011.5833 -0.2
2011.6667 -0.2
2011.75 -0.4
2011.8333 -0.6
2011.9167 -0.8
2012 -1
2012.0833 -1
2012.1667 -0.9
2012.25 -0.6
2012.3333 -0.5
2012.4167 -0.3
2012.5 -0.2
2012.5833 0
2012.6667 0.1
2012.75 0.4
2012.8333 0.5
2012.9167 0.6
2013 0.2
2013.0833 -0.3
2013.1667 -0.6
2013.25 -0.6
2013.3333 -0.4
2013.4167 -0.2
2013.5 -0.2
2013.5833 -0.3
2013.6667 -0.3
2013.75 -0.3
2013.8333 -0.3
2013.9167 -0.2
2014 -0.3
2014.0833 -0.4
2014.1667 -0.6
2014.25 -0.6
2014.3333 -0.5
