date_time	MAX_CORR_1	MAX_CORR_2	MIN_CORR_1	MIN_CORR_2	MAX_DEL_1	MAX_DEL_2	MIN_DEL_1	MIN_DEL_2	MEAN	STD	MAX_WEI_1	MAX_WEI_2	MIN_WEI_1	MIN_WEI_2
1989.68104	2.97042	1.92015	2.49405	1.86872	-3.14205	-6.00612	-20.72442	13.24077	-0.00032	0.10526	0.01342	0.00952	0.01348	0.01004
1989.70842	2.96934	1.92268	2.49129	1.86560	-4.30006	-7.59751	-22.88955	13.03250	-0.00008	0.10543	0.01329	0.00905	0.01326	0.00962
1989.73580	2.93663	1.88832	2.47385	1.83173	-5.63162	-1.31892	-22.12580	11.14346	0.00076	0.10670	0.01365	0.00938	0.01263	0.01037
1989.76318	2.96015	1.92102	2.51730	1.87507	-4.58959	-5.00181	-20.03983	11.39406	0.00087	0.10409	0.01295	0.00994	0.01249	0.01027
1989.79055	2.99123	2.00743	2.54810	1.99271	-1.76515	-17.41553	-14.48947	12.76485	0.00035	0.09910	0.01418	0.00968	0.01271	0.01035
1989.81793	2.97248	2.02023	2.55755	2.02444	0.77839	-10.80498	-8.97131	7.23124	-0.00005	0.09967	0.01422	0.00991	0.01316	0.00935
1989.84531	2.91564	1.97318	2.56061	1.99652	2.28612	-5.16593	-15.42677	11.39296	0.00030	0.10216	0.01427	0.01006	0.01272	0.00972
1989.87269	2.90120	1.98236	2.58618	2.00820	2.98736	-6.33016	-14.74438	9.39607	-0.00061	0.10284	0.01427	0.01016	0.01259	0.01015
1989.90007	2.90412	1.99940	2.58774	2.02714	4.27006	-9.90730	-12.29504	9.55046	-0.00056	0.10241	0.01409	0.00981	0.01285	0.00984
1989.92745	2.90824	1.99419	2.58159	2.00911	3.90349	-7.07855	-15.70496	11.49428	-0.00027	0.10183	0.01394	0.01009	0.01305	0.01024
1989.95483	2.90299	2.00446	2.59540	2.02512	0.47542	-6.24940	-13.95536	8.73415	-0.00043	0.10126	0.01366	0.01066	0.01356	0.01010
1989.98220	2.92075	2.00851	2.57904	2.01230	-0.13493	-3.39376	-14.54966	6.95496	0.00005	0.10142	0.01371	0.01128	0.01388	0.00994
